Protein Id,Id,Gene Symbol,Description
sp|P70348|GCM1_MOUSE,12048,Gcm1,GCM1_MOUSE Chorion-specific transcription factor GCMa
sp|Q8R189|PAQRA_MOUSE,12049,Mmd2,PAQRA_MOUSE Monocyte to macrophage differentiation factor 2
sp|Q01546|K22O_HUMAN_contaminant,12050,KRT76,"K22O_HUMAN_contaminant Keratin, type II cytoskeletal 2 oral"
tr|G3UYC8|G3UYC8_MOUSE,12051,Fam92b,G3UYC8_MOUSE Protein FAM92B (Fragment)
tr|I6L9E6|I6L9E6_MOUSE,12052,Efcab12,I6L9E6_MOUSE BC060267 protein
tr|Q8VF16|Q8VF16_MOUSE,12053,Olfr361,Q8VF16_MOUSE Olfactory receptor
sp|Q62066|PHX2A_MOUSE,12054,Phox2a,PHX2A_MOUSE Paired mesoderm homeobox protein 2A
sp|Q80WJ6|MRP9_MOUSE,12055,Abcc12,MRP9_MOUSE Multidrug resistance-associated protein 9
tr|C0IQA4|C0IQA4_MOUSE,12056,Spanxn4,C0IQA4_MOUSE MCG64379
tr|Q8R2D9|Q8R2D9_MOUSE,12057,Vmn1r32,Q8R2D9_MOUSE Protein Vmn1r32
tr|F7D5X7|F7D5X7_MOUSE,12058,Snapc4,F7D5X7_MOUSE snRNA-activating protein complex subunit 4 (Fragment)
sp|Q70KY4|FOXO6_MOUSE,12059,Foxo6,FOXO6_MOUSE Forkhead box protein O6
sp|Q9EP96|SO1A4_MOUSE,12060,Slco1a4,SO1A4_MOUSE Solute carrier organic anion transporter family member 1A4
sp|Q9JM99|PRG4_MOUSE,12061,Prg4,PRG4_MOUSE Proteoglycan 4
tr|D3YYK3|D3YYK3_MOUSE,12062,Card6,D3YYK3_MOUSE Protein Card6 (Fragment)
sp|Q09M05-4|CBPC4_MOUSE,12063,Agbl1,CBPC4_MOUSE Isoform 4 of Cytosolic carboxypeptidase 4
sp|P16305|GBRA6_MOUSE,12064,Gabra6,GBRA6_MOUSE Gamma-aminobutyric acid receptor subunit alpha-6
tr|D3YZ94|D3YZ94_MOUSE,12065,Otx2,D3YZ94_MOUSE Homeobox protein OTX2 (Fragment)
sp|Q8C119|NDNF_MOUSE,12066,Ndnf,NDNF_MOUSE Protein NDNF
sp|Q6E1M8|AWAT2_MOUSE,12067,Awat2,AWAT2_MOUSE Acyl-CoA wax alcohol acyltransferase 2
tr|Q8VGL3|Q8VGL3_MOUSE,12068,Olfr535,Q8VGL3_MOUSE Olfactory receptor
tr|C3VD30|C3VD30_MOUSE,12069,Zar1l,C3VD30_MOUSE Protein Zar1l
tr|D3YWM8|D3YWM8_MOUSE,12070,Sema6a,D3YWM8_MOUSE Semaphorin-6A
sp|Q8JZM8|MUC4_MOUSE,12071,Muc4,MUC4_MOUSE Mucin-4
sp|Q60987|FOXG1_MOUSE,12072,Foxg1,FOXG1_MOUSE Forkhead box protein G1
sp|Q00690|LYAM2_MOUSE,12073,Sele,LYAM2_MOUSE E-selectin
tr|Q7TRG3|Q7TRG3_MOUSE,12074,Olfr844,Q7TRG3_MOUSE Olfactory receptor (Fragment)
sp|Q09M02|CBPC5_MOUSE,12075,Agbl5,CBPC5_MOUSE Cytosolic carboxypeptidase-like protein 5
sp|Q8BGW8|VGLL2_MOUSE,12076,Vgll2,VGLL2_MOUSE Transcription cofactor vestigial-like protein 2
tr|A2RT18|A2RT18_MOUSE,12077,Tex16,A2RT18_MOUSE Protein Tex16
sp|Q8VFB9|OL183_MOUSE,12078,Olfr183,OL183_MOUSE Olfactory receptor 183
tr|E9PV66|E9PV66_MOUSE,12079,Myo18b,E9PV66_MOUSE Protein Myo18b
sp|Q9ERC8|DSCAM_MOUSE,12080,Dscam,DSCAM_MOUSE Down syndrome cell adhesion molecule homolog
sp|A6H603|NWD1_MOUSE,12081,Nwd1,NWD1_MOUSE NACHT and WD repeat domain-containing protein 1
sp|P26049|GBRA3_MOUSE,12082,Gabra3,GBRA3_MOUSE Gamma-aminobutyric acid receptor subunit alpha-3
tr|J3QMB2|J3QMB2_MOUSE,12083,Muc19,J3QMB2_MOUSE Submandibular gland protein C
tr|A2AGW8|A2AGW8_MOUSE,12084,Gm13078,A2AGW8_MOUSE Protein Gm13078
sp|Q80T32|GP133_MOUSE,12085,Gpr133,GP133_MOUSE Probable G-protein coupled receptor 133
sp|P58307|OX1R_MOUSE,12086,Hcrtr1,OX1R_MOUSE Orexin receptor type 1
tr|B1AQA8|B1AQA8_MOUSE,12087,Krtap4-8,B1AQA8_MOUSE Protein Krtap4-8
sp|Q9QYC1|PCX1_MOUSE,12088,Pcnx,PCX1_MOUSE Pecanex-like protein 1
sp|Q80T91|MEG11_MOUSE,12089,Megf11,MEG11_MOUSE Multiple epidermal growth factor-like domains protein 11
sp|Q8CCT7|NSUN3_MOUSE,12090,Nsun3,NSUN3_MOUSE Putative methyltransferase NSUN3
sp|Q9D3H0-2|TMM80_MOUSE,12091,Tmem80,TMM80_MOUSE Isoform 2 of Transmembrane protein 80
sp|Q9DAQ9|SPT19_MOUSE,12092,Spata19,"SPT19_MOUSE Spermatogenesis-associated protein 19, mitochondrial"
sp|Q2VIS4|FILA2_MOUSE,12093,Flg2,FILA2_MOUSE Filaggrin-2
sp|O70361|PER3_MOUSE,12094,Per3,PER3_MOUSE Period circadian protein homolog 3
tr|Q5SW48|Q5SW48_MOUSE,12095,Olfr464,Q5SW48_MOUSE Olfactory receptor
sp|Q32KG4|RGAG1_MOUSE,12096,Rgag1,RGAG1_MOUSE Retrotransposon gag domain-containing protein 1
tr|Q3UWZ1|Q3UWZ1_MOUSE,12097,Eef2k,Q3UWZ1_MOUSE Eukaryotic elongation factor 2 kinase
sp|Q6NS69|AMER3_MOUSE,12098,Amer3,AMER3_MOUSE APC membrane recruitment protein 3
sp|P48545|KCNJ5_MOUSE,12099,Kcnj5,KCNJ5_MOUSE G protein-activated inward rectifier potassium channel 4
tr|D3YWJ0|D3YWJ0_MOUSE,12100,Nuggc,D3YWJ0_MOUSE Protein Nuggc
tr|E2QRQ1|E2QRQ1_MOUSE,12101,Nckap5,E2QRQ1_MOUSE Protein Nckap5
sp|Q99LW6|YAF2_MOUSE,12102,Yaf2,YAF2_MOUSE YY1-associated factor 2
sp|Q3U4B4|LIPN_MOUSE,12103,Lipn,LIPN_MOUSE Lipase member N
sp|Q811Q4|ADA29_MOUSE,12104,Adam29,ADA29_MOUSE Disintegrin and metalloproteinase domain-containing protein 29
sp|Q9R244|TRPC2_MOUSE,12105,Trpc2,TRPC2_MOUSE Short transient receptor potential channel 2
tr|D3Z1N4|D3Z1N4_MOUSE,12106,Pbrm1,D3Z1N4_MOUSE Protein polybromo-1
tr|Q80VB6|Q80VB6_MOUSE,12107,Dclk1,Q80VB6_MOUSE Dclk1 protein
sp|Q3UIL6|PKHA7_MOUSE,12108,Plekha7,PKHA7_MOUSE Pleckstrin homology domain-containing family A member 7
tr|Q9DAY6|Q9DAY6_MOUSE,12109,Yae1d1,"Q9DAY6_MOUSE MCG16556, isoform CRA_a"
tr|A2A8V9|A2A8V9_MOUSE,12110,Srrm1,A2A8V9_MOUSE Serine/arginine repetitive matrix protein 1
tr|S4R2K9|S4R2K9_MOUSE,12111,Ank3,S4R2K9_MOUSE Ankyrin-3 (Fragment)
tr|A7E1Z5|A7E1Z5_MOUSE,12112,Slc4a4,A7E1Z5_MOUSE Electrogenic Na-bicarbonate cotransporter splice variant NBCe1-E
sp|P48678-2|LMNA_MOUSE,12113,Lmna,LMNA_MOUSE Isoform C of Prelamin-A/C
tr|S4R2N4|S4R2N4_MOUSE,12114,Sipa1l3,S4R2N4_MOUSE Protein Sipa1l3
sp|Q9WV92-6|E41L3_MOUSE,12115,Epb41l3,E41L3_MOUSE Isoform 6 of Band 4.1-like protein 3
sp|Q8BG34|UBX10_MOUSE,12116,Ubxn10,UBX10_MOUSE UBX domain-containing protein 10
sp|Q9DBA8|HUTI_MOUSE,12117,Amdhd1,HUTI_MOUSE Probable imidazolonepropionase
tr|E9QAJ7|E9QAJ7_MOUSE,12118,Etv6,E9QAJ7_MOUSE Transcription factor ETV6 (Fragment)
tr|E9PYX6|E9PYX6_MOUSE,12119,Sorbs1,E9PYX6_MOUSE Sorbin and SH3 domain-containing protein 1
sp|Q3UTJ2-3|SRBS2_MOUSE,12120,Sorbs2,SRBS2_MOUSE Isoform 3 of Sorbin and SH3 domain-containing protein 2
sp|Q9EQC7|FSTL3_MOUSE,12121,Fstl3,FSTL3_MOUSE Follistatin-related protein 3
tr|E9QP00|E9QP00_MOUSE,12122,Tra2a,E9QP00_MOUSE Transformer-2 protein homolog alpha
tr|F6WLY0|F6WLY0_MOUSE,12123,Lrmp,F6WLY0_MOUSE Lymphoid-restricted membrane protein (Fragment)
sp|Q80W49-2|CRBG3_MOUSE,12124,Crybg3,CRBG3_MOUSE Isoform 2 of Beta/gamma crystallin domain-containing protein 3
sp|Q6P9K8|CSKI1_MOUSE,12125,Caskin1,CSKI1_MOUSE Caskin-1
tr|B1AVN8|B1AVN8_MOUSE,12126,Phactr2,B1AVN8_MOUSE Phosphatase and actin regulator
sp|Q9Z2Q2-2|KNOP1_MOUSE,12127,Knop1,KNOP1_MOUSE Isoform 2 of Lysine-rich nucleolar protein 1
tr|F7D6F6|F7D6F6_MOUSE,12128,D6Ertd527e,F7D6F6_MOUSE Protein D6Ertd527e
tr|D3Z218|D3Z218_MOUSE,12129,Gm15401,D3Z218_MOUSE Protein Gm15401 (Fragment)
sp|Q62417-2|SRBS1_MOUSE,12130,Sorbs1,SRBS1_MOUSE Isoform 2 of Sorbin and SH3 domain-containing protein 1
sp|Q8K1M4|GLIS1_MOUSE,12131,Glis1,GLIS1_MOUSE Zinc finger protein GLIS1
tr|E9Q150|E9Q150_MOUSE,12132,Dvl3,E9Q150_MOUSE Segment polarity protein dishevelled homolog DVL-3
sp|Q9Z280-2|PLD1_MOUSE,12133,Pld1,PLD1_MOUSE Isoform PLD1B of Phospholipase D1
tr|Q8CET2|Q8CET2_MOUSE,12134,4921504E06Rik,Q8CET2_MOUSE Protein 4921504E06Rik
sp|Q0VFX2|CI117_MOUSE,12135,,CI117_MOUSE Uncharacterized protein C9orf117 homolog
sp|Q9QVY8|RAI2_MOUSE,12136,Rai2,RAI2_MOUSE Retinoic acid-induced protein 2
tr|D3YTL8|D3YTL8_MOUSE,12137,Spire1,D3YTL8_MOUSE Protein spire homolog 1
sp|Q5PT54|NTCP5_MOUSE,12138,Slc10a5,NTCP5_MOUSE Sodium/bile acid cotransporter 5
tr|E9PV65|E9PV65_MOUSE,12139,Fam53a,E9PV65_MOUSE Protein Fam53a
sp|P70255-4|NFIC_MOUSE,12140,Nfic,NFIC_MOUSE Isoform 4 of Nuclear factor 1 C-type
sp|Q91WG7|DGKG_MOUSE,12141,Dgkg,DGKG_MOUSE Diacylglycerol kinase gamma
tr|D6RCY9|D6RCY9_MOUSE,12142,Sh2b3,D6RCY9_MOUSE SH2B adapter protein 3
sp|Q91W82|UB2E2_MOUSE,12143,Ube2e2,UB2E2_MOUSE Ubiquitin-conjugating enzyme E2 E2
tr|E9PUX1|E9PUX1_MOUSE,12144,Mocs2,E9PUX1_MOUSE Molybdopterin synthase catalytic subunit (Fragment)
tr|F8WID5|F8WID5_MOUSE,12145,Tpm1,F8WID5_MOUSE Tropomyosin alpha-1 chain
tr|D3YVS1|D3YVS1_MOUSE,12146,Smtn,D3YVS1_MOUSE Smoothelin
sp|Q61602|GLI3_MOUSE,12147,Gli3,GLI3_MOUSE Transcriptional activator GLI3
tr|Q9JK62|Q9JK62_MOUSE,12148,Kcnk5,Q9JK62_MOUSE Potassium channel TASK2
tr|Q3TS02|Q3TS02_MOUSE,12149,Acly,Q3TS02_MOUSE ATP-citrate synthase
sp|P26011|ITB7_MOUSE,12150,Itgb7,ITB7_MOUSE Integrin beta-7
tr|B8JJG3|B8JJG3_MOUSE,12151,Tfg,B8JJG3_MOUSE Protein Tfg (Fragment)
sp|Q6PHZ2-5|KCC2D_MOUSE,12152,Camk2d,KCC2D_MOUSE Isoform 4 of Calcium/calmodulin-dependent protein kinase type II subunit delta
sp|Q9CXB8|ALPK1_MOUSE,12153,Alpk1,ALPK1_MOUSE Alpha-protein kinase 1
sp|Q8VC51|WAP53_MOUSE,12154,Wrap53,WAP53_MOUSE Telomerase Cajal body protein 1
sp|Q5DTJ9|MYPN_MOUSE,12155,Mypn,MYPN_MOUSE Myopalladin
tr|Q8C2Q7|Q8C2Q7_MOUSE,12156,Hnrnph1,Q8C2Q7_MOUSE Heterogeneous nuclear ribonucleoprotein H
sp|Q8BXJ8|Z385B_MOUSE,12157,Znf385b,Z385B_MOUSE Zinc finger protein 385B
tr|Q80XU5|Q80XU5_MOUSE,12158,C2cd4b,"Q80XU5_MOUSE Family with sequence similarity 148, member B"
sp|Q8BZX4|SREK1_MOUSE,12159,Srek1,SREK1_MOUSE Splicing regulatory glutamine/lysine-rich protein 1
tr|A2AIG6|A2AIG6_MOUSE,12160,Ext2,A2AIG6_MOUSE Exostosin-2 (Fragment)
tr|G3UZA7|G3UZA7_MOUSE,12161,Sumo3,G3UZA7_MOUSE Small ubiquitin-related modifier 3
tr|F6Z9X8|F6Z9X8_MOUSE,12162,Parp10,F6Z9X8_MOUSE Protein Parp10 (Fragment)
sp|Q80U28-11|MADD_MOUSE,12163,Madd,MADD_MOUSE Isoform 11 of MAP kinase-activating death domain protein
sp|Q8K595|MCLN2_MOUSE,12164,Mcoln2,MCLN2_MOUSE Mucolipin-2
sp|Q6R5P0|TLR11_MOUSE,12165,Tlr11,TLR11_MOUSE Toll-like receptor 11
sp|Q9CZX2|CEP89_MOUSE,12166,Cep89,CEP89_MOUSE Centrosomal protein of 89 kDa
tr|Q7TPX5|Q7TPX5_MOUSE,12167,AI987944,Q7TPX5_MOUSE Expressed sequence AI987944
sp|Q61584|FXR1_MOUSE,12168,Fxr1,FXR1_MOUSE Fragile X mental retardation syndrome-related protein 1
tr|E9Q287|E9Q287_MOUSE,12169,Adamts3,E9Q287_MOUSE Protein Adamts3
sp|Q8BGY9|SC5A7_MOUSE,12170,Slc5a7,SC5A7_MOUSE High affinity choline transporter 1
sp|Q925P2|CEAM2_MOUSE,12171,Ceacam2,CEAM2_MOUSE Carcinoembryonic antigen-related cell adhesion molecule 2
sp|Q8BNA6|FAT3_MOUSE,12172,Fat3,FAT3_MOUSE Protocadherin Fat 3
tr|D3YYM4|D3YYM4_MOUSE,12173,Wdr72,D3YYM4_MOUSE Protein Wdr72
sp|Q65CL1|CTNA3_MOUSE,12174,Ctnna3,CTNA3_MOUSE Catenin alpha-3
sp|Q9WTY1|PDCD7_MOUSE,12175,Pdcd7,PDCD7_MOUSE Programmed cell death protein 7
sp|O35622|FGF15_MOUSE,12176,Fgf15,FGF15_MOUSE Fibroblast growth factor 15
sp|Q9DCB1|HMGN3_MOUSE,12177,Hmgn3,HMGN3_MOUSE High mobility group nucleosome-binding domain-containing protein 3
sp|Q05793|PGBM_MOUSE,12178,Hspg2,PGBM_MOUSE Basement membrane-specific heparan sulfate proteoglycan core protein
sp|Q9JI18|LRP1B_MOUSE,12179,Lrp1b,LRP1B_MOUSE Low-density lipoprotein receptor-related protein 1B
sp|Q3USL1|KLDC9_MOUSE,12180,Klhdc9,KLDC9_MOUSE Kelch domain-containing protein 9
sp|Q9JJ26|MEFV_MOUSE,12181,Mefv,MEFV_MOUSE Pyrin
sp|Q7TQF7|AMPH_MOUSE,12182,Amph,AMPH_MOUSE Amphiphysin
tr|E9Q7S8|E9Q7S8_MOUSE,12183,Vmn2r22,E9Q7S8_MOUSE Protein Vmn2r22
tr|F6ZCF0|F6ZCF0_MOUSE,12184,Agtpbp1,F6ZCF0_MOUSE Cytosolic carboxypeptidase 1 (Fragment)
sp|P43407|SDC2_MOUSE,12185,Sdc2,SDC2_MOUSE Syndecan-2
sp|Q8QZT2|CCSAP_MOUSE,12186,Ccsap,"CCSAP_MOUSE Centriole, cilia and spindle-associated protein"
sp|P70407|CADH9_MOUSE,12187,Cdh9,CADH9_MOUSE Cadherin-9
sp|G3XA57|RFIP2_MOUSE,12188,Rab11fip2,RFIP2_MOUSE Rab11 family-interacting protein 2
tr|Q8C5V8|Q8C5V8_MOUSE,12189,4932418E24Rik,Q8C5V8_MOUSE Protein 4932418E24Rik
sp|Q9JIF9|MYOTI_MOUSE,12190,Myot,MYOTI_MOUSE Myotilin
sp|Q8QZT4|CRUM3_MOUSE,12191,Crb3,CRUM3_MOUSE Protein crumbs homolog 3
sp|Q4VAH7|HECA2_MOUSE,12192,Hepacam2,HECA2_MOUSE HEPACAM family member 2
tr|A2ADB2|A2ADB2_MOUSE,12193,Fam131c,"A2ADB2_MOUSE Family with sequence similarity 131, member C"
sp|Q6NZQ8-3|MARH1_MOUSE,12194,42430,MARH1_MOUSE Isoform 3 of E3 ubiquitin-protein ligase MARCH1
sp|P0CG50|UBC_MOUSE,12195,Ubc,UBC_MOUSE Polyubiquitin-C
sp|Q5U901|CBPA6_MOUSE,12196,Cpa6,CBPA6_MOUSE Carboxypeptidase A6
sp|Q8R2U7|LRC42_MOUSE,12197,Lrrc42,LRC42_MOUSE Leucine-rich repeat-containing protein 42
sp|A4Q9E5|TTLL3_MOUSE,12198,Ttll3,TTLL3_MOUSE Tubulin monoglycylase TTLL3
tr|Q9DB24|Q9DB24_MOUSE,12199,Tceal6,Q9DB24_MOUSE Protein Tceal6
sp|P01658|KV3A6_MOUSE,12200,,KV3A6_MOUSE Ig kappa chain V-III region MOPC 321
sp|A2AMM0|MURC_MOUSE,12201,Murc,MURC_MOUSE Muscle-related coiled-coil protein
sp|P61460|DEPD5_MOUSE,12202,Depdc5,DEPD5_MOUSE DEP domain-containing protein 5
sp|Q9D722|OSER1_MOUSE,12203,Oser1,OSER1_MOUSE Oxidative stress-responsive serine-rich protein 1
sp|Q8BHK3|S36A2_MOUSE,12204,Slc36a2,S36A2_MOUSE Proton-coupled amino acid transporter 2
tr|B9EHN5|B9EHN5_MOUSE,12205,Slc2a9,B9EHN5_MOUSE Protein Slc2a9
sp|Q80U40|RIMB2_MOUSE,12206,Rimbp2,RIMB2_MOUSE RIMS-binding protein 2
tr|E9PY61|E9PY61_MOUSE,12207,Gpr179,E9PY61_MOUSE Protein Gpr179
sp|Q8BI06|CEMIP_MOUSE,12208,Cemip,CEMIP_MOUSE Cell migration-inducing and hyaluronan-binding protein
tr|E9Q1N6|E9Q1N6_MOUSE,12209,Rasgef1a,E9Q1N6_MOUSE Protein Rasgef1a
sp|Q8R2K7|SNPC5_MOUSE,12210,Snapc5,SNPC5_MOUSE snRNA-activating protein complex subunit 5
sp|Q8BYK5|PHAR3_MOUSE,12211,Phactr3,PHAR3_MOUSE Phosphatase and actin regulator 3
sp|O08852|PKD1_MOUSE,12212,Pkd1,PKD1_MOUSE Polycystin-1
sp|Q9QY96|CASR_MOUSE,12213,Casr,CASR_MOUSE Extracellular calcium-sensing receptor
sp|P59598|ASXL1_MOUSE,12214,Asxl1,ASXL1_MOUSE Putative Polycomb group protein ASXL1
sp|P31362|PO2F3_MOUSE,12215,Pou2f3,"PO2F3_MOUSE POU domain, class 2, transcription factor 3"
sp|Q6NZL0|SOGA3_MOUSE,12216,Soga3,SOGA3_MOUSE Protein SOGA3
sp|Q2TV84|TRPM1_MOUSE,12217,Trpm1,TRPM1_MOUSE Transient receptor potential cation channel subfamily M member 1
sp|P51827|AFF3_MOUSE,12218,Aff3,AFF3_MOUSE AF4/FMR2 family member 3
sp|P22605|RARB_MOUSE,12219,Rarb,RARB_MOUSE Retinoic acid receptor beta
sp|Q99PW8|KIF17_MOUSE,12220,Kif17,KIF17_MOUSE Kinesin-like protein KIF17
tr|Q9D4S6|Q9D4S6_MOUSE,12221,4930564B18Rik,Q9D4S6_MOUSE MCG10597
tr|A2AQ92|A2AQ92_MOUSE,12222,Duox1,A2AQ92_MOUSE Protein Duox1
tr|Q9D2U0|Q9D2U0_MOUSE,12223,Psg23,Q9D2U0_MOUSE MCG140255
sp|Q80X60|EFCB3_MOUSE,12224,Efcab3,EFCB3_MOUSE EF-hand calcium-binding domain-containing protein 3
sp|Q8CIQ7|DOCK3_MOUSE,12225,Dock3,DOCK3_MOUSE Dedicator of cytokinesis protein 3
sp|Q9JMI7|TX101_MOUSE,12226,Tex101,TX101_MOUSE Testis-expressed sequence 101 protein
tr|D3YVB5|D3YVB5_MOUSE,12227,Zfp788,D3YVB5_MOUSE Protein Zfp788 (Fragment)
sp|Q0P5V2|SOBP_MOUSE,12228,Sobp,SOBP_MOUSE Sine oculis-binding protein homolog
sp|Q8K3E5|AHI1_MOUSE,12229,Ahi1,AHI1_MOUSE Jouberin
sp|Q9D668|ARRD2_MOUSE,12230,Arrdc2,ARRD2_MOUSE Arrestin domain-containing protein 2
tr|Q8R261|Q8R261_MOUSE,12231,Vmn1r218,Q8R261_MOUSE Protein Vmn1r218
sp|O55017-2|CAC1B_MOUSE,12232,Cacna1b,CAC1B_MOUSE Isoform NB2 of Voltage-dependent N-type calcium channel subunit alpha-1B
sp|Q3UFY4|RSH3A_MOUSE,12233,Rsph3a,RSH3A_MOUSE Radial spoke head protein 3 homolog A
tr|D3Z3R4|D3Z3R4_MOUSE,12234,Pbrm1,D3Z3R4_MOUSE Protein polybromo-1 (Fragment)
sp|Q91ZB0|ALPK2_MOUSE,12235,Alpk2,ALPK2_MOUSE Alpha-protein kinase 2
sp|Q8C8N3|VWC2_MOUSE,12236,Vwc2,VWC2_MOUSE Brorin
sp|Q3UX62|CC114_MOUSE,12237,Ccdc114,CC114_MOUSE Coiled-coil domain-containing protein 114
sp|Q4QQM5-3|FA73A_MOUSE,12238,Fam73a,FA73A_MOUSE Isoform 3 of Protein FAM73A
sp|Q69ZN6-2|GNPTA_MOUSE,12239,Gnptab,GNPTA_MOUSE Isoform 2 of N-acetylglucosamine-1-phosphotransferase subunits alpha/beta
sp|Q00196|PO2F2_MOUSE,12240,Pou2f2,"PO2F2_MOUSE POU domain, class 2, transcription factor 2"
tr|G3UZB1|G3UZB1_MOUSE,12241,Nup62,G3UZB1_MOUSE Nuclear pore glycoprotein p62 (Fragment)
sp|Q8C5H1|ANO4_MOUSE,12242,Ano4,ANO4_MOUSE Anoctamin-4
tr|E9PYS4|E9PYS4_MOUSE,12243,Sec24b,E9PYS4_MOUSE Protein Sec24b (Fragment)
sp|P43006|EAA2_MOUSE,12244,Slc1a2,EAA2_MOUSE Excitatory amino acid transporter 2
tr|K7N6X7|K7N6X7_MOUSE,12245,Vmn1r103,K7N6X7_MOUSE Protein Vmn1r103
tr|Q9D423|Q9D423_MOUSE,12246,Larp1b,Q9D423_MOUSE MCG140923
tr|E9PWL1|E9PWL1_MOUSE,12247,Cacna1g,E9PWL1_MOUSE Protein Cacna1g
sp|Q5DQR4|STB5L_MOUSE,12248,Stxbp5l,STB5L_MOUSE Syntaxin-binding protein 5-like
sp|Q80WS1|RIMKB_MOUSE,12249,Rimklb,RIMKB_MOUSE Beta-citrylglutamate synthase B
sp|Q3UF25|TM110_MOUSE,12250,Tmem110,TM110_MOUSE Transmembrane protein 110
tr|A2AMT7|A2AMT7_MOUSE,12251,Vmn1r3,A2AMT7_MOUSE Protein Vmn1r3
sp|Q4ZJM7|OTOL1_MOUSE,12252,Otol1,OTOL1_MOUSE Otolin-1
tr|L7N239|L7N239_MOUSE,12253,Igkv4-71,L7N239_MOUSE Protein Igkv4-71
tr|Q3UKW5|Q3UKW5_MOUSE,12254,Gm9,Q3UKW5_MOUSE MCG10360
tr|B8JK40|B8JK40_MOUSE,12255,AA987161,B8JK40_MOUSE Protein AA987161 (Fragment)
sp|P32043|HXC5_MOUSE,12256,Hoxc5,HXC5_MOUSE Homeobox protein Hox-C5
tr|E9PWF9|E9PWF9_MOUSE,12257,Olfr225,E9PWF9_MOUSE Olfactory receptor
tr|A2RRY9|A2RRY9_MOUSE,12258,4930595M18Rik,A2RRY9_MOUSE Protein 4930595M18Rik
sp|Q3V3V9|LR16C_MOUSE,12259,Rltpr,LR16C_MOUSE Leucine-rich repeat-containing protein 16C
sp|Q8BLI4|DSE_MOUSE,12260,Dse,DSE_MOUSE Dermatan-sulfate epimerase
sp|Q8VE08|FBX33_MOUSE,12261,Fbxo33,FBX33_MOUSE F-box only protein 33
sp|P97400|LEG10_MOUSE,12262,Clc,LEG10_MOUSE Galectin-10 (Fragment)
sp|P52843|ST2A1_MOUSE,12263,Sult2a1,ST2A1_MOUSE Bile salt sulfotransferase 1
sp|P63318|KPCG_MOUSE,12264,Prkcg,KPCG_MOUSE Protein kinase C gamma type
tr|D6RE22|D6RE22_MOUSE,12265,Srsf11,D6RE22_MOUSE Protein Srsf11
tr|E9QP09|E9QP09_MOUSE,12266,Cul9,E9QP09_MOUSE Cullin-9
sp|Q149B8|PERM1_MOUSE,12267,Perm1,PERM1_MOUSE PGC-1 and ERR-induced regulator in muscle protein 1
sp|Q8CI96|CLIP4_MOUSE,12268,Clip4,CLIP4_MOUSE CAP-Gly domain-containing linker protein 4
sp|Q8BYI9|TENR_MOUSE,12269,Tnr,TENR_MOUSE Tenascin-R
tr|A2AFR2|A2AFR2_MOUSE,12270,4930447F04Rik,A2AFR2_MOUSE Protein 4930447F04Rik
sp|Q8BM54|MYLIP_MOUSE,12271,Mylip,MYLIP_MOUSE E3 ubiquitin-protein ligase MYLIP
sp|Q8C120-3|SH3R3_MOUSE,12272,Sh3rf3,SH3R3_MOUSE Isoform 3 of SH3 domain-containing RING finger protein 3
sp|Q6P6N5|SPRE3_MOUSE,12273,Spred3,"SPRE3_MOUSE Sprouty-related, EVH1 domain-containing protein 3"
sp|Q7TSF1|DSG1B_MOUSE,12274,Dsg1b,DSG1B_MOUSE Desmoglein-1-beta
sp|P97309|MESP1_MOUSE,12275,Mesp1,MESP1_MOUSE Mesoderm posterior protein 1
tr|D3Z497|D3Z497_MOUSE,12276,Gm7075,D3Z497_MOUSE Uncharacterized protein
tr|Q3TY17|Q3TY17_MOUSE,12277,Fam57a,Q3TY17_MOUSE Protein FAM57A
tr|Q6F5F2|Q6F5F2_MOUSE,12278,SIRP-beta,Q6F5F2_MOUSE Protein Sirpb1a
sp|Q9R157|ADA18_MOUSE,12279,Adam18,ADA18_MOUSE Disintegrin and metalloproteinase domain-containing protein 18
sp|P0C1V4|TMCO2_MOUSE,12280,Tmco2,TMCO2_MOUSE Transmembrane and coiled-coil domain-containing protein 2
sp|Q8C4A5|ASXL3_MOUSE,12281,Asxl3,ASXL3_MOUSE Putative Polycomb group protein ASXL3
sp|Q7TPB0|LPPR3_MOUSE,12282,Lppr3,LPPR3_MOUSE Lipid phosphate phosphatase-related protein type 3
tr|F6VXA5|F6VXA5_MOUSE,12283,2610303G11Rik,F6VXA5_MOUSE Protein 2610303G11Rik
sp|P50636|RN19A_MOUSE,12284,Rnf19a,RN19A_MOUSE E3 ubiquitin-protein ligase RNF19A
tr|F8WI71|F8WI71_MOUSE,12285,Il12a,F8WI71_MOUSE Interleukin-12 subunit alpha
sp|Q8K480|MFRP_MOUSE,12286,Mfrp,MFRP_MOUSE Membrane frizzled-related protein
sp|A3KFU9|PTHD2_MOUSE,12287,Ptchd2,PTHD2_MOUSE Patched domain-containing protein 2
sp|Q06194|FA8_MOUSE,12288,F8,FA8_MOUSE Coagulation factor VIII
sp|Q812C9|AOC2_MOUSE,12289,Aoc2,AOC2_MOUSE Retina-specific copper amine oxidase
tr|Q9EPS7|Q9EPS7_MOUSE,12290,Vmn1r65,Q9EPS7_MOUSE Pheromone receptor V3R6
tr|E9Q3X2|E9Q3X2_MOUSE,12291,Shisa5,E9Q3X2_MOUSE Protein shisa-5 (Fragment)
